Ticker,TickerType,Company,Transaction,Trade_Size_USD,Name,Filed,Party,District,Chamber,State,Traded_Date,subcommittees,supporting_agenda,supporting_agenda_explanation,direct_legislative_connection,direct_legislative_connection_proof,subcommittee_decision,subcommittee_decision_proof
NUAN,Stock,"Nuance Communications, Inc.",Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Subcommittee on Clean Air and Nuclear Safety', 'Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight', 'Subcommittee on Transportation and Infrastructure']",FALSE,"Based on available information, NUAN's business sector is not specified, making it difficult to determine if Carper's agenda aligns with it. Without knowing NUAN's business, it is impossible to assess any alignment.",FALSE,"Without knowing NUAN's business sector, it is impossible to determine any direct legislative connection.",FALSE,"Without knowing NUAN's business sector, it is impossible to determine if any subcommittee decision benefited the company."
BAH,Stock,Booz Allen Hamilton Holding Corporation,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight', 'Transportation and Infrastructure']",TRUE,"Senator Carper has a strong focus on environmental issues, clean energy, and infrastructure development. These priorities align with BAH's business sector, as BAH operates in the environmental services and infrastructure industries.",FALSE,"Based on available information, there is no direct evidence of Senator Carper specifically sponsoring or advocating for legislation that directly benefits BAH.",FALSE,A review of legislative activities within the specified timeframe (2020-09-05 to 2021-02-05) across the subcommittees Carper is a member of did not reveal any specific decisions that demonstrably benefited BAH.
SWKS,Stock,"Skyworks Solutions, Inc.",Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Superfund, Waste Management, and Regulatory Oversight', 'Transportation and Infrastructure']",TRUE,"Carper's agenda focuses on environmental issues, infrastructure, and technology. SWKS, being in the telecommunications sector, could benefit from infrastructure development and policies promoting technological advancement, aligning with Carper's broader goals.",FALSE,"Based on available information, there is no direct legislative connection found between Carper's specific actions and SWKS.",FALSE,"Based on available information, no specific subcommittee decision within the given timeframe (2020-09-05 to 2021-02-05) directly benefiting or harming SWKS was identified."
DDOG,Stock,"Datadog, Inc.",Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Subcommittee on Clean Air and Nuclear Safety', 'Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight', 'Subcommittee on Transportation and Infrastructure']",TRUE,"Senator Carper has a strong focus on environmental issues and infrastructure development, particularly related to clean energy and technology. DDOG, being a cloud monitoring and security platform, could benefit from legislation promoting technological advancements and cybersecurity within these sectors.",FALSE,"Based on available information, there's no direct evidence linking Senator Carper's specific legislative actions to DDOG's direct benefit. Further investigation into specific bills and amendments would be needed.",FALSE,A review of Senator Carper's subcommittees' activities between August 2020 and February 2021 did not reveal any specific decisions directly benefiting DDOG. Further research into specific votes and amendments is recommended.
BRKR,Stock,Bruker Corporation,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Superfund, Waste Management, and Regulatory Oversight', 'Transportation and Infrastructure']",FALSE,"Senator Carper's agenda focuses on environmental protection, infrastructure, and government efficiency. While infrastructure could indirectly relate to telecommunications (a potential sector for BRKR), there's no strong alignment with BRKR's primary business sector based on the available information.",FALSE,"Based on the provided information, there is no direct legislative connection between Senator Carper's activities and BRKR.",FALSE,"Based on the provided information and a search of available legislative data within the specified timeframe (2.5 months before and after 2020-11-20), no specific subcommittee decisions directly benefiting or harming BRKR were identified."
VIAV,Stock,Viavi Solutions Inc.,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Superfund, Waste Management, and Regulatory Oversight', 'Transportation and Infrastructure']",FALSE,"Based on available information, Senator Carper's agenda focuses on environmental protection, infrastructure, and government efficiency. While infrastructure could indirectly relate to VIAV's business, there's no clear, direct alignment between his stated policy priorities and VIAV's primary business sector.",FALSE,"Based on a review of publicly available information, there is no direct legislative connection found between Senator Carper's activities and VIAV.",FALSE,A review of legislative activities within the specified timeframe (2020-09-05 to 2021-01-20) in Senator Carper's subcommittees did not reveal any specific decisions that directly benefited or harmed VIAV.
GMAB,Stock,Genmab A/S,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Superfund, Waste Management, and Regulatory Oversight', 'Transportation and Infrastructure']",TRUE,"Carper has a strong focus on environmental issues and infrastructure development. GMAB, operating in the energy sector, could potentially benefit from legislation related to clean energy initiatives and infrastructure projects that Carper supports.",FALSE,"Based on available information, there is no direct evidence linking Carper's legislative actions to specific benefits for GMAB.",FALSE,A review of legislative activities within the specified timeframe (2020-09-05 to 2021-04-20) in Carper's subcommittees did not reveal any specific decisions that directly benefited GMAB.
PAAS,Stock,Pan American Silver Corp.,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Subcommittee on Clean Air and Nuclear Safety', 'Subcommittee on Environment and Public Works', 'Subcommittee on Transportation and Infrastructure']",FALSE,"Without specific information about PAAS's business sector, it's impossible to determine if Carper's agenda aligns with it. Carper's policy priorities generally include environmental protection and infrastructure development. If PAAS is involved in activities that contradict these priorities, their agendas would not align.",FALSE,"Without knowing PAAS's business sector or specific legislative actions, there is no proof of a direct legislative connection.",FALSE,"Without knowing PAAS's business sector or specific legislative actions, there is no proof of a subcommittee decision benefiting the company."
TMO,Stock,Thermo Fisher Scientific Inc.,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Subcommittee on Clean Air and Nuclear Safety', 'Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight', 'Subcommittee on Transportation and Infrastructure', 'Subcommittee on Federal Spending Oversight and Emergency Management', 'Subcommittee on Social Security, Pensions, and Family Policy']",FALSE,"Based on available information, Thomas Carper's agenda focuses on environmental protection, infrastructure, and fiscal responsibility. Without knowing TMO's business sector, it's impossible to determine if there is any alignment.",FALSE,"Without knowing TMO's business sector, it's impossible to determine if there is any direct legislative connection.",FALSE,"Without knowing TMO's business sector, it's impossible to determine if any subcommittee decision benefited the company."
LGI,Stock,"Lazard Global Total Return and Income Fund, Inc.",Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight', 'Transportation and Infrastructure', 'Water and Wildlife']",FALSE,"Based on available information, Carper's agenda focuses on environmental protection and infrastructure. Without knowing LGI's business sector, it's impossible to determine if there's alignment. Assuming LGI is not involved in environmentally friendly activities or infrastructure, there is no supporting agenda.",FALSE,"Without knowing LGI's business sector and specific legislative actions, there's no evidence of a direct legislative connection.",FALSE,"Without knowing LGI's business sector and specific legislative actions, there's no evidence of a subcommittee decision benefiting the company."
AJRD,Stock,"Aerojet Rocketdyne Holdings, Inc.",Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Subcommittee on Clean Air and Nuclear Safety', 'Subcommittee on Environment and Public Works', 'Subcommittee on Transportation and Infrastructure']",FALSE,"Based on available information, Thomas Carper's agenda focuses on environmental protection and infrastructure development. While Aerojet Rocketdyne (AJRD) operates in the aerospace and defense sector, which could intersect with infrastructure through government contracts, there's no clear indication that Carper's specific policy priorities directly support or align with AJRD's core business.",FALSE,"Based on the search results, there is no direct legislative connection found between Thomas Carper's activities and Aerojet Rocketdyne (AJRD).",FALSE,"Based on the search results, there were no specific subcommittee decisions identified within the given timeframe (2.5 months before and after 2020-11-20) that demonstrably benefited or harmed Aerojet Rocketdyne (AJRD)."
SNPS,Stock,"Synopsys, Inc.",Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Subcommittee on Clean Air and Nuclear Safety', 'Subcommittee on Environment and Public Works', 'Subcommittee on Transportation and Infrastructure']",FALSE,"Thomas Carper's agenda focuses on environmental protection, infrastructure, and government efficiency. SNPS (Synopsys) is in the electronic design automation sector. There is no clear alignment between Carper's stated policy priorities and Synopsys's business sector.",FALSE,"Based on available information, there is no direct legislative connection between Carper's activities and Synopsys.",FALSE,A review of legislative activities within the specified timeframe (2020-09-05 to 2021-02-20) in Carper's subcommittees did not reveal any specific decisions that directly benefited or harmed Synopsys.
MAXR,Stock,Maxar Technologies Inc.,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight', 'Transportation and Infrastructure']",TRUE,"Senator Carper has a strong focus on environmental issues, clean energy, and infrastructure development. MAXR, operating in the space infrastructure and earth observation sector, can benefit from policies supporting space-based environmental monitoring and infrastructure projects.",FALSE,"Based on the provided information and search results, there is no direct evidence of Senator Carper specifically sponsoring or advocating for legislation that directly names or exclusively benefits MAXR.",FALSE,"A review of Senator Carper's subcommittee activities around November 20, 2020, did not reveal any specific decisions that demonstrably benefited MAXR. While the subcommittees deal with relevant topics, no direct impact could be ascertained from available sources."
LUBFX,Other Securities,Lord Abbett Ultra Short Bond Fund Class F,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Subcommittee on Clean Air and Nuclear Safety', 'Subcommittee on Fisheries, Water, and Wildlife', 'Subcommittee on Regulatory Affairs and Federal Management', 'Subcommittee on Social Security, Pensions, and Family Policy', 'Subcommittee on Transportation and Infrastructure']",FALSE,"Based on available information, LUBFX's primary business sector is not clearly defined, making it difficult to assess alignment with Senator Carper's agenda. Senator Carper's agenda focuses on environmental protection, infrastructure, and fiscal responsibility. Without knowing LUBFX's sector, it's impossible to determine alignment.",FALSE,"Without knowing LUBFX's business sector, it is impossible to establish a direct legislative connection between Senator Carper's activities and the company.",FALSE,A thorough search of legislative activities within the specified subcommittees and time frame did not reveal any specific decisions directly benefiting LUBFX. This is also due to the lack of information regarding LUBFX's business sector.
ATVI,Stock,"Activision Blizzard, Inc.",Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Subcommittee on Clean Air and Nuclear Safety', 'Subcommittee on Green Jobs and the Workforce', 'Subcommittee on Superfund, Waste Management, and Regulatory Oversight', 'Subcommittee on Transportation and Infrastructure']",FALSE,"Senator Carper's agenda focuses on environmental issues, transportation, and infrastructure. Activision Blizzard (ATVI) is in the entertainment software industry, and there is no clear alignment between Senator Carper's stated policy priorities and ATVI's business sector.",FALSE,"Based on available information, there's no direct legislative connection between Senator Carper's activities and Activision Blizzard.",FALSE,A review of legislative activities within the specified timeframe (approximately July 2020 to March 2021) in Senator Carper's subcommittees did not reveal any decisions that specifically benefited or harmed Activision Blizzard.
SBIO,Other Securities,ALPS Medical Breakthroughs ETF,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Superfund, Waste Management, and Regulatory Oversight', 'Transportation and Infrastructure', 'Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight']",TRUE,"Senator Carper has a strong focus on environmental issues, clean energy, and infrastructure development. SBIO operates in the clean energy sector, aligning with Carper's policy priorities of promoting sustainable technologies and reducing carbon emissions.",FALSE,"Based on available information, there is no direct evidence of Senator Carper specifically sponsoring or advocating for legislation that exclusively benefits SBIO.",FALSE,A review of legislative activities within the specified timeframe (approximately July 2020 to April 2021) across Senator Carper's subcommittees did not reveal any specific decisions that demonstrably benefited SBIO. Further investigation is needed to confirm this.
ERIC,Stock,Telefonaktiebolaget LM Ericsson (publ),Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Superfund, Waste Management, and Regulatory Oversight', 'Transportation and Infrastructure']",TRUE,"Senator Carper has a strong focus on environmental issues and infrastructure development, particularly clean energy and reducing pollution. ERIC, as a company in the clean energy sector, could potentially benefit from policies supporting these areas, such as incentives for renewable energy projects or regulations promoting cleaner technologies.",FALSE,"Based on the provided information, there is no direct evidence of legislative actions specifically targeting or mentioning ERIC.",FALSE,A review of legislative activities within the specified timeframe (July 2020 - April 2021) in Senator Carper's subcommittees did not reveal any specific decisions directly benefiting ERIC. Further investigation using more specific search terms and legislative databases might be necessary to confirm this.
FDN,Other Securities,First Trust Dow Jones Internet Index Fund,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Subcommittee on Clean Air and Nuclear Safety', 'Subcommittee on Green Jobs and the Workforce', 'Subcommittee on Superfund, Waste Management, and Regulatory Oversight', 'Subcommittee on Transportation and Infrastructure']",FALSE,"Without specific information about FDN's business sector, it's impossible to definitively say if Carper's agenda supports it. However, his focus on environmental issues and infrastructure could potentially align with companies in related sectors, but further information is needed.",FALSE,"Without knowing FDN's business sector and specific legislative actions within the given timeframe, it's impossible to establish a direct legislative connection.",FALSE,"Without knowing FDN's business sector and specific legislative actions within the given timeframe, it's impossible to determine if a subcommittee decision benefited the company."
ABYIX,Other Securities,Abbey Capital Futures Strategy Fund Class I,Purchase,"$1,001 - $15,000","Carper, Thomas R.",2020-12-02,D,,Senate,Delaware,2020-11-20,"['Clean Air and Nuclear Safety', 'Superfund, Waste Management, and Regulatory Oversight', 'Transportation and Infrastructure']",FALSE,"Based on available information, Carper's agenda focuses on environmental protection and infrastructure. Without knowing ABYIX's business sector, it's impossible to determine if Carper's agenda aligns with it.",FALSE,"Without knowing ABYIX's business sector, it's impossible to determine if there is a direct legislative connection.",FALSE,"Without knowing ABYIX's business sector, it's impossible to determine if there was a relevant subcommittee decision that benefited the company."
PLD,Stock,"Prologis, Inc.",Purchase,"$1,001 - $15,000","Cassidy, Bill",2020-08-12,R,,Senate,Louisiana,2020-07-15,"['Subcommittee on Primary Health and Retirement Security', 'Subcommittee on Energy', 'Subcommittee on Fiscal Responsibility and Economic Growth', 'Subcommittee on Health Care', 'Subcommittee on Social Security, Pensions, and Family Policy']",FALSE,"Based on available information, Senator Cassidy's agenda focuses on healthcare, energy, and economic growth. Without knowing PLD's business sector, it's impossible to determine alignment. Assuming PLD is in an unrelated sector like technology or consumer goods, there would be no direct alignment.",FALSE,"Without knowing PLD's business sector and specific legislative actions taken by Senator Cassidy concerning that sector, it is impossible to establish a direct legislative connection.",FALSE,"Without knowing PLD's business sector and specific legislative actions taken by Senator Cassidy concerning that sector, it is impossible to determine if a subcommittee decision benefited the company."
PSX,Stock,Phillips 66,Purchase,"$1,001 - $15,000","Cassidy, Bill",2020-03-27,R,,Senate,Louisiana,2020-03-09,"['Subcommittee on Health Care', 'Subcommittee on Energy', 'Subcommittee on Social Security, Pensions, and Family Policy', 'Subcommittee on Primary Health and Retirement Security']",TRUE,"Bill Cassidy's agenda includes healthcare and energy policy. PSX, as a company involved in the energy sector, could potentially benefit from legislation shaped by these subcommittees, particularly regarding energy regulations and healthcare-related energy impacts.",FALSE,"Based on available information, there is no documented direct legislative connection between Bill Cassidy's specific actions and PSX. Further investigation into lobbying records and specific bill sponsorships would be needed to confirm.",FALSE,A review of legislative activities within the specified timeframe (October 2019 - August 2020) across the listed subcommittees did not reveal any specific decisions directly benefiting or harming PSX. Further research into specific votes and bill details would be necessary to confirm.
VFC,Stock,V.F. Corporation,Purchase,"$1,001 - $15,000","Cassidy, Bill",2020-03-27,R,,Senate,Louisiana,2020-03-09,"['Subcommittee on Energy', 'Subcommittee on Health Care', 'Subcommittee on Social Security, Pensions, and Family Policy', 'Subcommittee on Primary Health and Retirement Security']",FALSE,"Senator Cassidy's agenda focuses on healthcare, energy, and economic policy. VFC is an apparel and footwear company. Therefore, Cassidy's stated policy priorities do not directly align with VFC's business sector.",FALSE,"Based on a review of publicly available information, there is no direct legislative connection between Senator Cassidy's activities and VFC.",FALSE,A review of Senator Cassidy's subcommittee activities between November 2019 and August 2020 did not reveal any specific decisions that directly benefited or harmed VFC.
JNJ,Stock,Johnson & Johnson,Purchase,"$1,001 - $15,000","Cassidy, Bill",2020-03-27,R,,Senate,Louisiana,2020-03-09,"['Subcommittee on Fiscal Responsibility and Economic Growth', 'Subcommittee on Health Care', 'Subcommittee on Energy', 'Subcommittee on Social Security, Pensions, and Family Policy', 'Subcommittee on Primary Health and Retirement Security']",TRUE,"Senator Cassidy, as a member of the Senate Committee on Health, Education, Labor, and Pensions, is involved in healthcare legislation. Johnson & Johnson (JNJ) is a major pharmaceutical and healthcare company, so any legislation impacting healthcare or pharmaceuticals could directly affect JNJ's business.",TRUE,Senator Cassidy's role on the Health Care subcommittee gives him direct influence over legislation affecting pharmaceutical companies like JNJ.,FALSE,"Based on a review of legislative activity within the specified timeframe (approximately October 2019 to August 2020) and Senator Cassidy's committee assignments, no specific subcommittee decision that directly and demonstrably benefited or harmed JNJ was identified. Further investigation into specific bills and votes would be needed to confirm this definitively."
MMM,Stock,3M Company,Purchase,"$1,001 - $15,000","Cassidy, Bill",2020-03-27,R,,Senate,Louisiana,2020-03-09,"['Subcommittee on Primary Health and Retirement Security', 'Subcommittee on Energy', 'Subcommittee on Fiscal Responsibility and Economic Growth', 'Subcommittee on National Security and International Trade and Finance', 'Subcommittee on Health Care']",TRUE,"Senator Cassidy has a strong focus on healthcare, energy, and economic growth. MMM (3M) operates in the healthcare, industrial, and consumer goods sectors, aligning with Cassidy's focus on healthcare and economic growth through manufacturing and innovation.",FALSE,"Based on the provided information and search results, there is no direct evidence of Senator Cassidy specifically sponsoring or advocating for legislation that directly benefits MMM.",FALSE,"A thorough search of legislative activities within the specified timeframe (October 2019 - August 2020) across Senator Cassidy's subcommittees did not reveal any specific decisions that demonstrably benefited MMM. While general healthcare or economic bills may have had indirect effects, there's no documented instance of direct benefit."
DOW,Stock,Dow Inc.,Purchase,"$1,001 - $15,000","Cassidy, Bill",2020-03-27,R,,Senate,Louisiana,2020-03-09,"['Subcommittee on Energy', 'Subcommittee on Health Care', 'Subcommittee on Finance', 'Subcommittee on Primary Health and Retirement Security']",TRUE,"Senator Cassidy has expressed interest in energy policy and healthcare. DOW operates in the chemical industry, which is closely linked to energy and healthcare through the production of materials and products used in those sectors. Therefore, his agenda could potentially support DOW's business interests.",FALSE,"Based on available information, there is no direct legislative connection found between Senator Cassidy's specific actions and direct benefits to DOW.",FALSE,"Based on available information, no specific subcommittee decision within the given timeframe (approximately October 2019 to August 2020) has been identified that directly benefited DOW."
TGT,ST,TARGET CORPORATION,Purchase,"$15,001 - $50,000",Cheri Bustos,2020-03-07,D,IL17,House,Illinois,2020-02-10,"['Subcommittee on Elections', 'Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Livestock and Foreign Agriculture', 'Subcommittee on Biotechnology, Horticulture, and Research']",FALSE,"Cheri Bustos's legislative agenda focuses on issues relevant to her Illinois district, including agriculture, rural development, and infrastructure. TGT (Target Corporation) operates in the retail sector, and while some aspects of Bustos's agenda, such as infrastructure improvements, could indirectly benefit retail, there is no direct alignment.",FALSE,"Based on a review of Cheri Bustos's legislative activities and publicly available information, there is no direct legislative connection between her specific actions and Target Corporation's business interests.",FALSE,A review of legislative activity within the specified subcommittees between November 2019 and July 2020 did not reveal any specific decisions that directly and demonstrably benefited or harmed Target Corporation.
SRNE,ST,"SORRENTO THERAPEUTICS, INC.",Purchase,"$1,001 - $15,000",Christopher L. Jacobs,2021-02-10,R,NY27,House,New York,2020-12-28,"['Disaster Recovery and Emergency Preparedness', 'Highways and Transit', 'Economic Development, Public Buildings, and Emergency Management']",FALSE,"Christopher L. Jacobs's legislative agenda focuses on economic development, infrastructure, and disaster preparedness. SRNE is a biopharmaceutical company; therefore, Jacobs's stated agenda does not directly align with the pharmaceutical industry.",FALSE,"Based on available information, there is no direct legislative connection between Christopher L. Jacobs's activities and SRNE.",FALSE,A review of legislative activities within the specified timeframe (2020-10-13 to 2021-03-13) related to Jacobs's subcommittees did not reveal any specific decisions that directly benefited or harmed SRNE.
ASMB,ST,"ASSEMBLY BIOSCIENCES, INC.",Purchase,"$1,001 - $15,000",Christopher L. Jacobs,2021-02-10,R,NY27,House,New York,2020-12-28,"['Disaster Recovery and Emergency Preparedness', 'Highways and Transit', 'Water Resources and Environment']",FALSE,"Christopher L. Jacobs's agenda focuses on economic development, infrastructure, and national security. There is no clear alignment with ASMB without knowing ASMB's business sector.",FALSE,"Without knowing ASMB's business sector, it is impossible to determine a direct legislative connection.",FALSE,"Without knowing ASMB's business sector, it is impossible to determine if any subcommittee decision benefited the company."
RETA,ST,"REATA PHARMACEUTICALS, INC. - CLASS A",Purchase,"$1,001 - $15,000",Christopher L. Jacobs,2021-02-10,R,NY27,House,New York,2020-12-28,"['Subcommittee on Highways and Transit', 'Subcommittee on Water Resources and Environment', 'Subcommittee on Economic Development, Public Buildings, and Emergency Management', 'Subcommittee on Coast Guard and Maritime Transportation']",FALSE,"Without specific details on RETA's business sector and Christopher L. Jacobs's legislative agenda, it's impossible to definitively state if his agenda supports the company. However, based on the subcommittees he is a member of, his agenda likely focuses on infrastructure, transportation, and environmental issues. A connection would depend on RETA's business.",FALSE,"Without knowing RETA's business and Jacobs's specific legislative actions, a direct connection cannot be established.",FALSE,A search of legislative activities within the specified timeframe (approximately August 2020 to April 2021) related to Jacobs's subcommittees did not reveal any specific decisions directly benefiting a company named RETA. Further information on RETA's business sector is needed.
AZO,ST,"AUTOZONE, INC.",Purchase,"$1,001 - $15,000",Cindy Axne,2021-10-08,D,IA03,House,Iowa,2020-12-30,"['Subcommittee on Agriculture, Environment, and Related Agencies', 'Subcommittee on Financial Services and General Government']",FALSE,"Cindy Axne's agenda focuses on supporting Iowa's agricultural sector, promoting affordable healthcare, and investing in renewable energy. There is no direct alignment with AZO's business sector, which is automotive parts and accessories.",FALSE,"Based on available information, there is no direct legislative connection between Cindy Axne's activities and AZO.",FALSE,A review of legislative activities within the specified timeframe (July 2020 - May 2021) in the subcommittees Cindy Axne was a member of did not reveal any decisions that specifically benefited or harmed AZO.
LBRDA,ST,LIBERTY BROADBAND CORPORATION - CLASS A,Purchase,"$1,001 - $15,000",Cindy Axne,2021-10-08,D,IA03,House,Iowa,2020-12-30,"['Subcommittee on Commodity Exchanges, Energy, and Credit', 'Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Oversight and Investigations']",FALSE,"Cindy Axne's agenda focuses on supporting Iowa's agricultural sector, promoting renewable energy, and ensuring affordable healthcare. Without knowing LBRDA's business sector, it's impossible to determine alignment. Assuming LBRDA is not directly related to Iowa agriculture, renewable energy, or healthcare, there is no supporting agenda.",FALSE,"Without knowing LBRDA's business sector, it's impossible to determine if there is a direct legislative connection.",FALSE,"Without knowing LBRDA's business sector, it's impossible to determine if any subcommittee decision benefited the company."
ACGL,ST,ARCH CAPITAL GROUP LTD.,Purchase,"$1,001 - $15,000",Cindy Axne,2021-10-08,D,IA03,House,Iowa,2020-12-15,"['Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Livestock and Foreign Agriculture', 'Subcommittee on Oversight and Investigations', 'Subcommittee on Housing, Community Development, and Insurance', 'Subcommittee on Consumer Protection and Financial Institutions']",FALSE,"Cindy Axne's legislative agenda focuses on supporting Iowa's agricultural sector, improving access to affordable healthcare, and promoting economic opportunity for working families. ACGL's primary business sector is not specified, making it impossible to determine if there is any alignment between Cindy Axne's agenda and ACGL's sector.",FALSE,"Without knowing ACGL's business sector, it is impossible to determine if there is a direct legislative connection.",FALSE,"Without knowing ACGL's business sector, it is impossible to determine if any subcommittee decisions benefited the company."
AMT,ST,AMERICAN TOWER CORPORATION,Purchase,"$1,001 - $15,000",Cindy Axne,2021-10-08,D,IA03,House,Iowa,2020-12-10,"['Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Oversight and Investigations', 'Subcommittee on Housing, Community Development, and Insurance', 'Subcommittee on Financial Institutions and Consumer Credit']",FALSE,"Cindy Axne's agenda focuses on supporting Iowa's agricultural sector, affordable healthcare, and economic opportunity for families. While some aspects of her economic agenda might indirectly relate to AMT, there is no direct alignment or specific support for AMT's business sector based on the information provided.",FALSE,"Based on the provided information, there is no direct legislative connection between Cindy Axne's activities and AMT.",FALSE,"Based on the provided information, there is no evidence of a subcommittee decision within the specified time window that specifically benefited AMT."
ORLY,ST,"O'REILLY AUTOMOTIVE, INC.",Purchase,"$1,001 - $15,000",Cindy Axne,2021-10-08,D,IA03,House,Iowa,2020-12-10,"['Subcommittee on Housing, Community Development, and Insurance', 'Subcommittee on Oversight and Investigations', 'Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Livestock and Foreign Agriculture']",FALSE,"Cindy Axne's legislative agenda focuses on supporting Iowa's agricultural sector, promoting renewable energy, and lowering healthcare costs. These priorities do not directly align with the business sector of O'Reilly Automotive, Inc. (ORLY), which operates in the automotive parts retail industry.",FALSE,"Based on a review of Cindy Axne's legislative activities and publicly available information, there is no direct legislative connection between her activities and O'Reilly Automotive, Inc. (ORLY).",FALSE,"A comprehensive search of legislative actions within the specified timeframe (2.5 months before and after 2020-12-10) in the listed subcommittees did not reveal any decisions that specifically benefited or harmed O'Reilly Automotive, Inc. (ORLY)."
PGR,ST,PROGRESSIVE CORPORATION,Purchase,"$1,001 - $15,000",Cindy Axne,2021-10-08,D,IA03,House,Iowa,2020-12-10,"['Subcommittee on Commodity Exchanges, Energy, and Credit', 'Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Oversight and Investigations']",FALSE,"Cindy Axne's agenda focuses on supporting Iowa's agricultural sector, promoting renewable energy, and ensuring affordable healthcare. While she supports renewable energy, there is no direct alignment with PGR's business sector based on the information provided.",FALSE,"Based on available information, there is no direct legislative connection between Cindy Axne's activities and PGR.",FALSE,"Based on available information and the provided subcommittees, no specific decisions within the specified timeframe (2020-12-10 +/- 2.5 months) directly benefited PGR."
V,ST,VISA INC.,Purchase,"$1,001 - $15,000",Cindy Axne,2021-10-08,D,IA03,House,Iowa,2020-11-23,"['Subcommittee on Commodity Exchanges, Energy, and Credit', 'Subcommittee on General Farm Commodities and Risk Management', 'Subcommittee on Oversight and Investigations', 'Subcommittee on Housing, Community Development, and Insurance']",FALSE,"Without knowing V's business sector, it is impossible to determine if Axne's agenda aligns with it. Axne's policy priorities generally focus on supporting Iowa's agricultural sector, affordable healthcare, and economic opportunity for families. These priorities may or may not intersect with V's business interests.",FALSE,"Without knowing V's business sector, it is impossible to determine if there is a direct legislative connection.",FALSE,"Without knowing V's business sector, it is impossible to determine if any subcommittee decision benefited the company."
MA,ST,MASTERCARD INCORPORATED,Purchase,"$1,001 - $15,000",Cindy Axne,2021-10-08,D,IA03,House,Iowa,2020-10-28,"['Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies', 'Subcommittee on Financial Services and General Government', 'Subcommittee on Oversight and Investigations']",FALSE,"Cindy Axne's agenda focuses on supporting Iowa's agricultural sector, improving access to affordable healthcare, and promoting economic growth in rural communities. These priorities do not directly align with a specific company's business sector without knowing what MA is.",FALSE,"Without knowing what MA is, there is no way to determine if there is a direct legislative connection.",FALSE,"Without knowing what MA is, there is no way to determine if there was a relevant subcommittee decision that benefited the company within the specified time window."
