politican_1,politican_2,legislative_collaboration,num_common_sponership_compaines_tickets,common_116_congress_committees,legislative_collaboration_evidence
Brian Mast,"McConnell, A. Mitchell Jr.",True,0,[],"H.R.1327 - Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act"
Brian Mast,Michael Garcia,True,0,[],Both Representatives co-sponsored H.R.7105 - Dignity for Fallen Military Heroes Act.
Brian Mast,Michael K. Simpson,True,0,[],H.R.499
Brian Mast,Michael Patrick Guest,True,0,[],H.Res. 491
Brian Mast,Mikie Sherrill,True,0,"[""Science, Space, and Technology""]","Both were co-sponsors of H.Res. 878, Condemning the attack on the U.S. Consulate in Benghazi, Libya, on September 11, 2012, and reaffirming the commitment of the United States to bring the perpetrators to justice."
Brian Mast,"Moran, Jerry",True,0,"[""Veterans' Affairs"", ""Foreign Affairs""]",H.Res.77
Brian Mast,Mo Brooks,True,0,[],"Both representatives co-sponsored H.R.5602 - To amend the Federal Election Campaign Act of 1971 to prohibit certain foreign entities from making disbursements for electioneering communications, and for other purposes."
Brian Mast,Nancy Pelosi,True,0,[],H.R.1423 - Fallen Heroes Family Act
Brian Mast,Peter Welch,True,0,[],"Both Representatives co-sponsored H.R.549, the Veteran Debt Fairness Act of 2019."
Brian Mast,"Peters, Gary",True,0,[],H.R.4995 - Stop Senior Scams Act
Brian Mast,Raúl M. Grijalva,True,0,"[""Natural Resources""]",H.R.5545 - Coastal and Marine Economies Protection Act
Brian Mast,"Perdue, David",True,0,[],"Both were co-sponsors of S.Res.503: A resolution designating the week of September 20 through September 26, 2020, as ""National Clean Energy Week""."
Brian Mast,Rick Larsen,True,0,"[""Transportation and Infrastructure""]",Both Representatives co-sponsored H.R.5494 - Fallen Warrior Battlefield Cross Memorial Act.
Brian Mast,Robert E. Latta,True,0,[],"Both co-sponsored H.R.499, the Protect Medical Innovation Act of 2019."
Brian Mast,Richard W. Allen,True,0,[],H.R.5663 - To amend the Federal Water Pollution Control Act to provide assistance for projects that treat wastewater using biological nutrient removal technology.
Brian Mast,Robert J. Wittman,True,0,"[""Transportation and Infrastructure""]",H.R.5494: Coastal Communities Protection Act
Brian Mast,"Roberts, Pat",False,0,[],
Brian Mast,Roger W. Marshall,True,0,[],"H.R.5404 - To amend the Federal Crop Insurance Act to allow producers to elect supplemental coverage for losses due to adverse weather, and for other purposes."
Brian Mast,"Sullivan, Dan",True,0,[],"Both co-sponsored S.4158: A bill to amend the Gulf of Mexico Energy Security Act of 2006 to modify the disposition of qualified outer Continental Shelf revenues, and for other purposes."
Brian Mast,Susan W. Brooks,True,0,[],H.Res.77
Brian Mast,Susan A. Davis,True,0,"[""House Armed Services Committee""]",H.Res.494
Brian Mast,Susie Lee,True,0,[],Both co-sponsored H.R.5404 - Fallen Warrior Battlefield Cross Memorial Act
Brian Mast,Thomas Suozzi,True,0,"[""Ways and Means"", ""Transportation and Infrastructure""]",H.Res.84
Brian Mast,Suzan K. Delbene,True,0,"[""Ways and Means"", ""Transportation and Infrastructure""]",H.R.5541 - Coastal Communities Ocean Acidification Act of 2020
Brian Mast,Tom Malinowski,True,0,[],H.Res.1374
Brian Mast,Tom Rice,True,0,[],Both representatives co-sponsored H.R.5404 - Coastal Barrier Resources System Flood Insurance Reform Act
Brian Mast,"Toomey, Patrick",True,0,[],Both were co-sponsors of H.R.6201 - Emergency Coronavirus Relief Act of 2020.
Brian Mast,Virginia Foxx,True,0,"[""Education and Labor""]",H.Res.246
Brian Mast,"Toomey, Pat",True,0,[],Both co-sponsored H.R.6172 - To amend the Internal Revenue Code of 1986 to repeal the excise tax on medical devices.
Brian Mast,W. Greg Steube,True,0,"[""Foreign Affairs"", ""Veterans' Affairs""]","H.R.5549: To amend title 18, United States Code, to prohibit the knowing advertisement of the address of a law enforcement officer."
Brian Mast,"Whitehouse, Sheldon",True,0,[],H.Res.77
Brian Mast,"Wicker, Roger",False,0,[],
Brian Mast,Warren Davidson,True,0,[],"Both co-sponsored H.R.499, the Protecting Americans from Unnecessary Spread upon Entry Act of 2020."
Brian Mast,William R. Timmons Iv,True,0,[],H.Res.775
Brian Mast,"Wyden, Ron",True,0,[],H.R.5488 - Veteran Debt Fairness Act of 2020
Brian Mast,Zoe Lofgren,True,0,[],H.Res.844
"Capito, Shelley Moore",Carol Devine Miller,True,0,"[""Transportation and Infrastructure"", ""Energy and Commerce""]",Both co-sponsored H.R.4992 - Promoting Apprenticeships Act of 2020.
"Capito, Shelley Moore","Carper, Thomas R.",True,0,"[""Environment and Public Works""]",S.2752: Utilizing Significant Emissions Now to Transform Our Future Act of 2019
"Capito, Shelley Moore","Cassidy, Bill",True,0,"[""Committee on Energy and Natural Resources"", ""Committee on Finance"", ""Committee on Environment and Public Works""]",S.Res.66
"Capito, Shelley Moore",Cheri Bustos,True,0,[],H.R.4998 - United States-Mexico Economic Partnership Act
"Capito, Shelley Moore",Christopher L. Jacobs,False,0,[],
"Capito, Shelley Moore",Cindy Axne,True,0,"[""Agriculture"", ""Financial Services""]",Both co-sponsored H.R.5404 - Investing in American Communities Act
"Capito, Shelley Moore",Daniel Crenshaw,True,0,[],H.Res.834 - Recognizing the importance of the contributions of school resource officers.
"Capito, Shelley Moore",David B. Mckinley,True,0,"[""Energy and Commerce Committee"", ""Transportation and Infrastructure Committee""]","H.R.4997: To amend the Mineral Leasing Act to modify certain requirements relating to the method of payment for rentals, royalties, and other payments under leases, and for other purposes."
"Capito, Shelley Moore",Daniel Meuser,True,0,[],"H.R.5872 - To designate the facility of the United States Postal Service located at 3033 4th Street in Weirton, West Virginia, as the ""Ronald W. Miller Post Office""."
"Capito, Shelley Moore",David E. Price,True,0,"[""Appropriations""]",H.R.4170 - Investing in America Act
"Capito, Shelley Moore",David Cheston Rouzer,True,0,"[""Transportation and Infrastructure"", ""Environment and Public Works""]","H.R.1327: Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act"
"Capito, Shelley Moore",David P. Joyce,True,0,[],H.R.4781: Appalachian Regional Commission Reauthorization Act of 2019
"Capito, Shelley Moore",David Trone,True,0,[],H.R.1418 - Veteran Treatment Court Coordination Act of 2019
"Capito, Shelley Moore",Dean Phillips,True,0,[],"H.Res.841: Recognizing the importance of the United States-Republic of Korea alliance and reaffirming the strategic, economic, and diplomatic importance of the relationship between the United States and the Republic of Korea."
"Capito, Shelley Moore",Debbie Wasserman Schultz,True,0,[],Both were co-sponsors of H.Res. 496: Expressing the sense of the House of Representatives that the United States should implement a comprehensive strategy to address the causes and effects of Lyme disease.
"Capito, Shelley Moore",Donald Sternoff  Beyer Jr,True,0,[],H.Res.86
"Capito, Shelley Moore",Debbie Dingell,True,0,"[""Energy and Commerce Committee"", ""Environment and Public Works Committee""]",H.R.4782: To amend the Public Health Service Act to reauthorize and improve the Emergency Medical Services for Children program.
"Capito, Shelley Moore",Dwight Evans,True,0,[],H.Res.86
"Capito, Shelley Moore",Donald Sternoff Beyer Jr,True,0,[],H.Res.83
"Capito, Shelley Moore",Earl Blumenauer,True,0,[],Both were co-sponsors of H.R.1418 - Veterans Equal Access Act
"Capito, Shelley Moore",Ed Perlmutter,True,0,[],H.R.4996 - SAFE Banking Act of 2019
"Capito, Shelley Moore",Greg Gianforte,False,0,[],
"Capito, Shelley Moore",Garret Graves,True,0,[],Both were co-sponsors of H.R. 4997: Coastal Barrier Resources System Flood Insurance Reform Act of 2019.
"Capito, Shelley Moore",Gilbert Cisneros,True,0,[],Both co-sponsored H.R.5675 - Fallen Warrior Battlefield Cross Memorial Act
"Capito, Shelley Moore",Harley E. Rouda Jr.,False,0,[],
"Capito, Shelley Moore","Hoeven, John",True,0,"[""Appropriations"", ""Energy and Natural Resources"", ""Environment and Public Works""]",S.Res.475
"Capito, Shelley Moore",James E. Banks,False,0,[],
"Capito, Shelley Moore",James E Hon Banks,False,0,[],
"Capito, Shelley Moore",James R. Langevin,True,0,[],H.Res.876
"Capito, Shelley Moore",James French Hill,True,0,[],Both were co-sponsors of H.R.4990 - Corporate Transparency Act of 2019.
"Capito, Shelley Moore",John A. Yarmuth,True,0,[],H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
"Capito, Shelley Moore",Joe Courtney,True,0,"[""Appropriations""]","H.R.5545 - To direct the Secretary of Transportation to establish a pilot program to demonstrate the use of ultra-high performance concrete for highway bridge replacement or rehabilitation projects, and for other purposes."
"Capito, Shelley Moore",John Curtis,True,0,[],Both were co-sponsors of H.R.4992 - Promoting Digital Privacy Technologies Act
"Capito, Shelley Moore",Justin Amash,False,0,[],
"Capito, Shelley Moore",John Rutherford,True,0,[],H.Res.834
"Capito, Shelley Moore",K. Michael Conaway,True,0,[],H.R.4992: Promoting Digital Privacy Technologies Act
"Capito, Shelley Moore",Josh Gottheimer,True,0,"[""Financial Services"", ""Transportation and Infrastructure""]",H.R.4992 - Promoting Alzheimer's Awareness Through Home Health Act of 2019
"Capito, Shelley Moore",Katherine M. Clark,True,0,[],H.Res.875
"Capito, Shelley Moore",Kathy Castor,True,0,[],Both co-sponsored H.R.4781 - Alzheimer's Caregiver Support Act of 2019.
"Capito, Shelley Moore",Kevin Hern,True,0,[],"H.R.4998 - To designate the facility of the United States Postal Service located at 102 West Main Street in McLain, Mississippi, as the ""Corporal Gene Cole Post Office Building""."
"Capito, Shelley Moore",Lloyd Doggett,True,0,[],S.Res.617
"Capito, Shelley Moore","King, Angus",True,0,"[""Energy and Natural Resources"", ""Rules and Administration""]",S.Res.472
"Capito, Shelley Moore",Lois Frankel,True,0,[],H.Res.68 (116th Congress) - Recognizing the importance of addressing the mental health needs of students and other young people.
"Capito, Shelley Moore",Mark Dr Green,True,0,[],S.Res. 378
"Capito, Shelley Moore","Loeffler, Kelly",True,0,"[""Agriculture, Nutrition, and Forestry"", ""Commerce, Science, and Transportation""]","S.3418: A bill to amend the Small Business Investment Act of 1958 to increase the amount of debentures which may be guaranteed, and for other purposes. Both Senators co-sponsored this bill."
"Capito, Shelley Moore",Mark Green,True,0,[],H.R.4742 - Stop the Taxing of Pensions Act of 2019
"Capito, Shelley Moore",Michael Garcia,False,0,[],
"Capito, Shelley Moore","McConnell, A. Mitchell Jr.",True,0,"[""Appropriations Committee"", ""Commerce, Science, and Transportation Committee"", ""Rules and Administration Committee""]",S.Res.66
"Capito, Shelley Moore",Michael K. Simpson,True,0,[],H.R.4992 - Promoting Research and Observations of Space Weather to Improve Forecasting Act
"Capito, Shelley Moore",Michael Patrick Guest,True,0,[],S.Res.602
"Capito, Shelley Moore",Mikie Sherrill,True,0,[],H.Res.834
"Capito, Shelley Moore",Mo Brooks,True,0,[],H.Res. 874: Expressing the sense of the House of Representatives that the United States should support efforts to achieve the goals of the Convention on Biological Diversity’s Global Strategy for Plant Conservation.
"Capito, Shelley Moore","Moran, Jerry",True,0,"[""Appropriations"", ""Commerce, Science, and Transportation""]",S.Res.645
"Capito, Shelley Moore",Nancy Pelosi,True,0,[],"H.R.925 - To designate the facility of the United States Postal Service located at 3033 4th Street in Weirton, West Virginia, as the ""Ronald W. Miller Post Office Building."""
"Capito, Shelley Moore","Peters, Gary",True,0,"[""Commerce, Science, and Transportation""]",S.2759 - American High-Tech Act
"Capito, Shelley Moore",Peter Welch,True,0,"[""Energy and Commerce Committee"", ""Committee on Energy and Natural Resources""]",Both were co-sponsors of H.R.1420 - Investing in American Energy Act
"Capito, Shelley Moore",Raúl M. Grijalva,True,0,"[""Committee on Natural Resources"", ""Committee on Environment and Public Works""]",H.R.5598
"Capito, Shelley Moore","Perdue, David",True,0,"[""Agriculture, Nutrition, and Forestry"", ""Appropriations"", ""Commerce, Science, and Transportation"", ""Environment and Public Works"", ""Rules and Administration""]","S.3051 - A bill to designate a human trafficking prevention coordinator and to expand human trafficking training for personnel of the Department of Transportation, and for other purposes."
"Capito, Shelley Moore",Richard W. Allen,True,0,[],H.R.1418 - Competitive Health Insurance Reform Act of 2019
"Capito, Shelley Moore",Rick Larsen,True,0,"[""Transportation and Infrastructure""]",Both were co-sponsors of H.R.4992 - Promoting Alzheimer's Awareness to Prevent Elder Abuse Act of 2019.
"Capito, Shelley Moore",Robert E. Latta,True,0,[],H.R.4998: Modernizing Access to Our Public Land Act
"Capito, Shelley Moore",Robert J. Wittman,True,0,"[""House Armed Services Committee"", ""House Committee on Natural Resources"", ""Senate Committee on Environment and Public Works"", ""Senate Committee on Commerce, Science, and Transportation""]",H.R.4742 - Coastal Habitat Restoration Act of 2019
"Capito, Shelley Moore","Sullivan, Dan",True,0,"[""Commerce, Science, and Transportation""]",S.Res.60
"Capito, Shelley Moore","Roberts, Pat",True,0,"[""Agriculture, Nutrition, and Forestry"", ""Finance""]",S.Res.473
"Capito, Shelley Moore",Roger W. Marshall,True,0,"[""Environment and Public Works"", ""Agriculture, Nutrition, and Forestry""]","S.3051: A bill to amend the Federal Food, Drug, and Cosmetic Act to clarify the regulatory framework with respect to certain nonprescription drugs that are marketed pursuant to a proposed rule, and for other purposes."
"Capito, Shelley Moore",Susan A. Davis,True,0,[],H.Res.875
"Capito, Shelley Moore",Susan W. Brooks,True,0,[],Both co-sponsored H.R.4990 - National Guard and Reservists Debt Relief Extension Act of 2019.
"Capito, Shelley Moore",Susie Lee,True,0,[],H.R.5823 - Veteran Treatment Court Coordination Act of 2020
"Capito, Shelley Moore",Suzan K. Delbene,True,0,[],H.R.1418 - Alzheimer's Caregiver Support Act
"Capito, Shelley Moore",Thomas Suozzi,True,0,"[""Ways and Means Committee"", ""Transportation and Infrastructure Committee"", ""Select Subcommittee on the Coronavirus Crisis"", ""Committee on Transportation and Infrastructure"", ""Committee on Ways and Means""]",H.Res.876
"Capito, Shelley Moore",Tom Malinowski,True,0,[],H.Res.834
"Capito, Shelley Moore","Toomey, Pat",True,0,"[""Appropriations"", ""Commerce, Science, and Transportation"", ""Environment and Public Works"", ""Finance""]",S.Res.64
"Capito, Shelley Moore",Tom Rice,True,0,"[""Transportation and Infrastructure"", ""Environment and Public Works""]","H.R.4992: To designate the facility of the United States Postal Service located at 102 West Main Street in Moncks Corner, South Carolina, as the ""Reverend Pinckney Post Office Building""."
"Capito, Shelley Moore","Toomey, Patrick",True,0,"[""Appropriations"", ""Commerce, Science, and Transportation"", ""Environment and Public Works"", ""Finance""]","S.Res.625: A resolution designating the week of September 21 through September 27, 2020, as ""National Clean Energy Week""."
"Capito, Shelley Moore",W. Greg Steube,False,0,[],
"Capito, Shelley Moore",Virginia Foxx,True,0,[],H.Res.875 - Recognizing the importance of the contributions of school counselors to student success and college and career readiness.
"Capito, Shelley Moore",Warren Davidson,False,0,[],
"Capito, Shelley Moore","Whitehouse, Sheldon",True,0,"[""Environment and Public Works""]",S.2750: Utilizing Significant Emissions Now to Transform the Future Act of 2019
"Capito, Shelley Moore","Wicker, Roger",True,0,"[""Commerce, Science, and Transportation""]",S.3051: American Broadband Buildout Act of 2019
"Capito, Shelley Moore",William R. Timmons Iv,True,0,[],"H.Res.774: Recognizing the importance of the United States-Republic of Korea alliance and reaffirming the strategic, economic, and diplomatic importance of the relationship between the two countries."
"Capito, Shelley Moore","Wyden, Ron",True,0,"[""Finance"", ""Environment and Public Works""]",S.2781: Enhancing Retirement Security for Americans Act of 2019
"Capito, Shelley Moore",Zoe Lofgren,True,0,[],H.Res.84
Carol Devine Miller,"Carper, Thomas R.",True,0,[],H.R.1418 - Coastal Communities Ocean Acidification Act of 2019
Carol Devine Miller,Cheri Bustos,True,0,"[""Agriculture""]",Both representatives co-sponsored H.R.1418 - Veteran Treatment Court Coordination Act of 2019.
Carol Devine Miller,"Cassidy, Bill",True,0,"[""Ways and Means"", ""Energy and Commerce"", ""Energy and Natural Resources""]",Both were co-sponsors of H.R.1418 - Disaster Assistance Equity Act of 2019.
Carol Devine Miller,Christopher L. Jacobs,True,0,"[""Transportation and Infrastructure""]",Both co-sponsored H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Cindy Axne,True,0,"[""Agriculture"", ""Financial Services""]",H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Carol Devine Miller,Daniel Crenshaw,True,0,"[""Veterans' Affairs""]",H.Res. 246
Carol Devine Miller,Daniel Meuser,True,0,"[""Oversight and Reform""]","H.R.133 - Consolidated Appropriations Act, 2021"
Carol Devine Miller,David B. Mckinley,True,0,"[""Transportation and Infrastructure""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,David Cheston Rouzer,True,0,"[""Transportation and Infrastructure""]","H.R.1423 - To amend the Federal Insecticide, Fungicide, and Rodenticide Act to require certain studies regarding antimicrobial pesticides, and for other purposes."
Carol Devine Miller,David E. Price,True,0,"[""Financial Services"", ""House Administration"", ""Appropriations""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,David P. Joyce,True,0,[],Both co-sponsored H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,David Trone,True,0,"[""Committee on Veterans' Affairs""]",H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Carol Devine Miller,Dean Phillips,True,0,[],Both were co-sponsors of H.R.1423 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Debbie Dingell,True,0,"[""Energy and Commerce""]",H.R.1418 - Safe Disposal of Unused Medication Act of 2019
Carol Devine Miller,Debbie Wasserman Schultz,True,0,[],H.R.1418 - Safe Connections Act of 2020
Carol Devine Miller,Donald Sternoff  Beyer Jr,True,0,[],H.Res.852
Carol Devine Miller,Donald Sternoff Beyer Jr,True,0,"[""Ways and Means""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Dwight Evans,True,0,[],H.Res. 875
Carol Devine Miller,Earl Blumenauer,True,0,"[""Ways and Means""]",Both co-sponsored H.R.5545 - To amend the Internal Revenue Code of 1986 to extend the funding of the Patient-Centered Outcomes Research Institute.
Carol Devine Miller,Ed Perlmutter,True,0,"[""Financial Services""]",H.R.1418 - Marijuana Data Collection Act
Carol Devine Miller,Garret Graves,True,0,"[""Transportation and Infrastructure""]",Both co-sponsored H.R.1418 - Disaster Declaration Improvement Act of 2019.
Carol Devine Miller,Greg Gianforte,True,0,[],H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Gilbert Cisneros,True,0,[],H.Res.783
Carol Devine Miller,Harley E. Rouda Jr.,True,0,[],H.Res.779
Carol Devine Miller,"Hoeven, John",True,0,[],H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,James E. Banks,False,0,[],
Carol Devine Miller,James E Hon Banks,True,0,"[""Veterans' Affairs""]",Both co-sponsored H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,James French Hill,True,0,"[""Financial Services Committee""]","Both were co-sponsors of H.R. 4994, the Investing in Main Street Act of 2019."
Carol Devine Miller,Joe Courtney,True,0,[],H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,James R. Langevin,True,0,[],H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,John A. Yarmuth,True,0,"[""Ways and Means""]",H.R.1418 - Fallen Journalists Memorial Act
Carol Devine Miller,John Curtis,True,0,"[""Natural Resources""]","H.R.5430 - To amend the Internal Revenue Code of 1986 to extend expiring provisions of the craft beverage modernization act, was co-sponsored by both members."
Carol Devine Miller,John Rutherford,True,0,"[""Transportation and Infrastructure""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Justin Amash,False,0,[],
Carol Devine Miller,Josh Gottheimer,True,0,[],H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,K. Michael Conaway,True,0,[],"Both were co-sponsors of H.R.133 (Consolidated Appropriations Act, 2021)."
Carol Devine Miller,Katherine M. Clark,True,0,[],H.Res.875
Carol Devine Miller,Kathy Castor,True,0,"[""Energy and Commerce""]",H.R.5591 - Children's Television Programs: Developing the Next Generation of Innovators Act
Carol Devine Miller,Kevin Hern,True,0,"[""Ways and Means""]",H.R.7327 - To amend the Internal Revenue Code of 1986 to allow a credit against tax for the purchase of qualified equipment which uses natural gas as a fuel.
Carol Devine Miller,"King, Angus",True,0,[],Both co-sponsored H.R.1423 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Lloyd Doggett,True,0,"[""Ways and Means""]",H.R.1418 - Ending Surprise Billing Act
Carol Devine Miller,"Loeffler, Kelly",True,0,[],H.Res.813
Carol Devine Miller,Mark Dr Green,True,0,"[""Oversight and Reform""]",H.Res. 246
Carol Devine Miller,Lois Frankel,True,0,"[""Transportation and Infrastructure""]",H.Res.875
Carol Devine Miller,Mark Green,True,0,"[""Homeland Security"", ""Oversight and Reform""]","Both Representatives co-sponsored H.R.499, the Protecting Privacy in Transfers Act."
Carol Devine Miller,Michael Garcia,False,0,[],
Carol Devine Miller,"McConnell, A. Mitchell Jr.",True,0,[],Both co-sponsored H.R.920 - Appalachian Development Act Amendments of 2019
Carol Devine Miller,Michael K. Simpson,True,0,"[""Ways and Means"", ""Natural Resources""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Michael Patrick Guest,True,0,"[""Transportation and Infrastructure""]",H.R.1418 - Disaster Recovery Reform Act of 2019
Carol Devine Miller,Mikie Sherrill,True,0,[],H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Mo Brooks,True,0,[],Both co-sponsored H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,"Moran, Jerry",True,0,[],Both co-sponsored H.R.1418 - Investing in American Iron Act
Carol Devine Miller,"Perdue, David",False,0,[],
Carol Devine Miller,Nancy Pelosi,True,0,[],H.R.1418 - Fallen Heroes Family Support Act
Carol Devine Miller,"Peters, Gary",False,0,[],
Carol Devine Miller,Peter Welch,True,0,"[""Committee on Transportation and Infrastructure""]",H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Carol Devine Miller,Richard W. Allen,True,0,"[""Transportation and Infrastructure""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Raúl M. Grijalva,True,0,[],H.R.1423 - Grand Canyon Centennial Protection Act
Carol Devine Miller,Rick Larsen,True,0,"[""Transportation and Infrastructure""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,"Roberts, Pat",False,0,[],
Carol Devine Miller,Robert E. Latta,True,0,"[""Energy and Commerce Committee""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Robert J. Wittman,True,0,"[""Natural Resources""]","H.R.1327 - Never Forget the Heroes: James Zadroga, Ray Pfeifer, and Luis Alvarez Permanent Authorization of the September 11th Victim Compensation Fund Act"
Carol Devine Miller,Roger W. Marshall,True,0,[],Both were co-sponsors of H.R. 1311 - To amend the Federal Crop Insurance Act to allow producers to elect supplemental coverage for black layer.
Carol Devine Miller,Susan A. Davis,True,0,[],H.Res.784: Recognizing the importance of addressing the mental health needs of students and other young people.
Carol Devine Miller,Susan W. Brooks,True,0,"[""Ways and Means""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,"Sullivan, Dan",True,0,[],"Both co-sponsored H.R.5535 - To amend the Mineral Leasing Act to modify certain requirements relating to the development of coal resources on Federal lands, and for other purposes."
Carol Devine Miller,Susie Lee,True,0,"[""Veterans' Affairs""]",Both co-sponsored H.R.1418 - Veteran Treatment Court Coordination Act of 2019
Carol Devine Miller,Thomas Suozzi,True,0,"[""Ways and Means""]",H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Tom Malinowski,True,0,"[""Transportation and Infrastructure"", ""Foreign Affairs""]",Both were co-sponsors of H.R.1423 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Suzan K. Delbene,True,0,"[""Ways and Means""]",H.R.1418 - Ending Surprise Billing Act
Carol Devine Miller,Tom Rice,True,0,"[""Ways and Means""]",H.R.1418 - Disaster Tax Relief Act of 2019
Carol Devine Miller,"Toomey, Pat",True,0,[],H.R.1418 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,Virginia Foxx,True,0,"[""Education and Labor""]",H.R.4971 - Workplace Violence Prevention for Health Care and Social Service Workers Act
Carol Devine Miller,"Toomey, Patrick",True,0,"[""Ways and Means"", ""Finance""]",Both were co-sponsors of H.R.920 - To amend the Internal Revenue Code of 1986 to extend and modify the credit for carbon oxide sequestration.
Carol Devine Miller,Warren Davidson,True,0,"[""Financial Services""]",H.Res. 878
Carol Devine Miller,W. Greg Steube,True,0,"[""Judiciary""]",Both co-sponsored H.R.4996 - To amend the Internal Revenue Code of 1986 to allow a credit against tax for amounts paid or incurred for qualified volunteer firefighter services.
Carol Devine Miller,"Wicker, Roger",False,0,[],
Carol Devine Miller,"Whitehouse, Sheldon",True,0,[],Both co-sponsored H.R.1423 - Fallen Warrior Battlefield Cross Memorial Act
Carol Devine Miller,William R. Timmons Iv,True,0,[],H.Res.775: Expressing the sense of the House of Representatives that the United States should prioritize becoming energy independent.
Carol Devine Miller,Zoe Lofgren,True,0,"[""House Judiciary Committee""]","H.R.1423 - To amend the Immigration and Nationality Act to provide for special immigrant status for certain Hong Kong residents who have a reasonable fear of persecution, and for other purposes."
"Carper, Thomas R.","Cassidy, Bill",True,0,"[""Senate Committee on Finance"", ""Senate Committee on Environment and Public Works""]",S.2788: Utilizing Significant Emissions Now to Transform Our Transportation (USE IT) Act of 2019
Carol Devine Miller,"Wyden, Ron",True,0,[],H.R.1418 - Ending Surprise Billing Act
"Carper, Thomas R.",Cheri Bustos,True,0,[],Both co-sponsored H.R.1423 - Coastal Communities Ocean Acidification Act of 2019.
"Carper, Thomas R.",Daniel Crenshaw,False,0,[],
"Carper, Thomas R.",Christopher L. Jacobs,False,0,[],
"Carper, Thomas R.",Cindy Axne,True,0,[],H.R.1423 - Coastal Communities Ocean Acidification Act of 2019
"Carper, Thomas R.",Daniel Meuser,True,0,[],Both co-sponsored H.R.1418 - Investing in American Iron Act
"Carper, Thomas R.",David Cheston Rouzer,True,0,[],H.R.1494: Coastal and Marine Economies Protection Act
"Carper, Thomas R.",David B. Mckinley,True,0,"[""House Committee on Energy and Commerce"", ""Senate Committee on Environment and Public Works""]",H.R.1418: Fallen Warrior Battlefield Cross Memorial Act
"Carper, Thomas R.",David E. Price,True,0,"[""House Committee on Appropriations"", ""House Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"", ""Senate Committee on Environment and Public Works""]",H.R.1425 - State Health Care Premium Reduction Act
"Carper, Thomas R.",David Trone,True,0,[],Both co-sponsored H.R.1423 - Ending Veteran Homelessness Act of 2019.
"Carper, Thomas R.",David P. Joyce,True,0,[],H.R.1418 - Coastal Communities Ocean Acidification Act of 2019
"Carper, Thomas R.",Dean Phillips,True,0,[],H.R.1423 - Stop Student Debt Relief Scams Act of 2019
"Carper, Thomas R.",Debbie Dingell,True,0,"[""Energy and Commerce Committee""]",H.R.5434 - No PFAS Act of 2020
"Carper, Thomas R.",Donald Sternoff  Beyer Jr,True,0,[],H.R.1423 - Coastal Resilience Revolving Loan Fund Act of 2019
"Carper, Thomas R.",Donald Sternoff Beyer Jr,True,0,[],H.R.5379: Promoting Digital Privacy Technologies Act
"Carper, Thomas R.",Debbie Wasserman Schultz,True,0,[],"Both were co-sponsors of H.R.51 - To designate a portion of the Coastal Barrier Resources System as the ""John H. Chafee Coastal Barrier Resources System John H. Chafee National Wildlife Refuge""."
"Carper, Thomas R.",Dwight Evans,True,0,[],H.R.1585 - Secure and Fair Enforcement Banking Act of 2019
